"Time (s)","Acceleration (m/s²)"
2.371177346E0,-6.477355957E-3
2.409597762E0,-6.046295166E-3
2.448018075E0,3.289222717E-3
2.486438387E0,3.070831299E-3
2.524858804E0,8.447647095E-3
2.563279116E0,6.772041321E-3
2.601699533E0,7.381439209E-4
2.640119846E0,-2.658843994E-3
2.678540262E0,-1.363754272E-3
2.716960679E0,7.660865784E-3
2.755381096E0,7.153511047E-3
2.793801408E0,5.559921265E-3
2.832221825E0,5.187988281E-3
2.870642241E0,-1.859664917E-3
2.909062658E0,2.728462219E-3
2.947483075E0,1.430511475E-3
2.985903491E0,8.038520813E-3
3.024323908E0,9.736061096E-3
3.062744325E0,3.499031067E-3
3.101164741E0,6.616592407E-3
3.139585262E0,-5.264282227E-4
3.178005679E0,-4.901885986E-4
3.216426096E0,7.359504700E-3
3.254846512E0,1.285552979E-3
3.293267033E0,6.784439087E-3
3.331687450E0,2.981185913E-3
3.370107971E0,5.474090576E-4
3.408528387E0,9.443283081E-3
3.446948908E0,3.232002258E-3
3.485369325E0,-1.451492310E-3
3.523789846E0,8.792877197E-4
3.562210262E0,5.289077759E-3
3.600630783E0,1.583099365E-3
3.639051304E0,1.475334167E-3
3.677471721E0,2.490043640E-3
3.715892241E0,6.789207458E-3
3.754312762E0,-3.652572632E-4
3.792733283E0,1.893997192E-3
3.831153804E0,6.239891052E-3
3.869574325E0,-5.341529846E-3
3.907994846E0,2.834320068E-3
3.946415366E0,4.129409790E-4
3.984835887E0,-2.963066101E-3
4.023256408E0,-2.763748169E-3
4.061676929E0,3.003120422E-3
4.100097450E0,1.686096191E-3
4.138517971E0,1.570701599E-3
4.176938596E0,-4.116058350E-3
4.215359116E0,-4.957199097E-3
4.253779637E0,-2.396583557E-3
4.292200158E0,-2.238273621E-3
4.330620783E0,1.420974731E-4
4.369041304E0,5.717277527E-3
4.407461929E0,4.215240479E-3
4.445882450E0,5.855560303E-4
4.484303075E0,-5.731582642E-4
4.522723596E0,5.807876587E-4
4.561144221E0,-8.389472961E-3
4.599564846E0,-1.239776611E-5
4.637985366E0,-3.359794617E-3
4.676405991E0,-2.019882202E-3
4.714826616E0,3.538131714E-4
4.753247241E0,1.448631287E-3
4.791667866E0,4.704475403E-3
4.830088387E0,1.042366028E-3
4.868509012E0,-3.491401672E-3
4.906929637E0,-2.143859863E-3
4.945350262E0,-5.352973938E-3
4.983770887E0,-4.992485046E-3
5.022191512E0,-3.539085388E-3
5.060612241E0,-5.537033081E-3
5.099032866E0,6.000518799E-3
5.137453491E0,2.248764038E-3
5.175874116E0,-1.252174377E-3
5.214294741E0,1.061439514E-3
5.252715471E0,2.107620239E-3
5.291136096E0,-2.498626709E-3
5.329556721E0,-1.010894775E-4
5.367977450E0,-1.212120056E-3
5.406398075E0,3.334999084E-3
5.444818804E0,1.992225647E-3
5.483239429E0,-3.757476807E-4
5.521660158E0,2.997398376E-3
5.560080783E0,1.681327820E-3
5.598501512E0,2.687454224E-3
5.636922241E0,-1.960754395E-3
5.675342866E0,3.751754761E-3
5.713763596E0,2.384185791E-3
5.752184325E0,7.804870605E-3
5.790605054E0,9.519577026E-3
5.829025783E0,3.302574158E-3
5.867446408E0,-3.614425659E-3
5.905867137E0,-2.258300781E-3
5.944287866E0,-9.937286377E-4
5.982708596E0,6.890296936E-3
6.021129325E0,5.315780640E-3
6.059550054E0,7.199287415E-3
6.097970783E0,1.118278503E-2
6.136391512E0,4.855155945E-3
6.174812241E0,1.123142242E-2
6.213232971E0,8.249282837E-3
6.251653700E0,1.000404358E-3
6.290074429E0,2.051353455E-3
6.328495158E0,-3.670692444E-3
6.366915887E0,5.507469177E-3
6.405336616E0,1.072216034E-2
6.443757346E0,5.539894104E-3
6.482178179E0,5.167007446E-3
6.520598908E0,4.824638367E-3
6.559019637E0,5.620002747E-3
6.597440366E0,-1.455307007E-3
6.635861096E0,-1.357078552E-3
6.674281929E0,6.548881531E-3
6.712702658E0,3.877639771E-3
6.751123387E0,4.737854004E-3
6.789544116E0,1.073837280E-3
6.827964950E0,4.352569580E-3
6.866385679E0,9.647369385E-3
6.904806408E0,1.183509827E-3
6.943227241E0,1.106262207E-3
6.981647971E0,1.033782959E-3
7.020068700E0,-3.499031067E-3
7.058489533E0,4.549980164E-3
7.096910262E0,8.964538574E-4
7.135330991E0,5.307197571E-3
7.173751825E0,3.834724426E-3
7.212172554E0,2.288818359E-4
7.250593283E0,3.561973572E-3
7.289014116E0,-5.609512329E-3
7.327434846E0,-1.889228821E-3
7.365855679E0,-6.465911865E-4
7.404276408E0,2.746582031E-3
7.442697241E0,2.564430237E-3
7.481117971E0,7.976531982E-3
7.519538804E0,1.857757568E-3
7.557959533E0,7.318496704E-3
7.596380366E0,-9.870529175E-4
7.634801096E0,-4.270553589E-3
7.673221929E0,-3.983497620E-3
7.711642658E0,-3.671646118E-4
7.750063491E0,1.890182495E-3
7.788484221E0,6.232261658E-3
7.826905054E0,2.326965332E-4
7.865325783E0,5.801200867E-3
7.903746616E0,3.185272217E-3
7.942167346E0,1.853942871E-3
7.980588179E0,-5.025863647E-4
8.019009012E0,-3.823280334E-3
8.057429741E0,-1.337051392E-3
8.095850575E0,-4.597663879E-3
8.134271408E0,1.291275024E-3
8.172692137E0,2.320289612E-3
8.211112971E0,-4.537582397E-3
8.249533804E0,-5.351066589E-3
8.287954533E0,1.702308655E-3
8.326375366E0,-2.877235413E-3
8.364796200E0,-8.267402649E-3
8.403216929E0,-6.598472595E-3
8.441637762E0,-5.040168762E-3
8.480058596E0,-2.467155457E-3
8.518479429E0,-4.538536072E-3
8.556900262E0,-1.998901367E-3
8.595320991E0,-4.097938538E-3
8.633741825E0,-8.288383484E-3
8.672162658E0,-5.500793457E-3
8.710583491E0,4.472732544E-4
8.749004325E0,-6.280899048E-3
8.787425158E0,-2.512931824E-3
8.825845991E0,-1.228332520E-3
8.864266825E0,-2.861022949E-5
8.902687658E0,-3.375053406E-3
8.941108491E0,-2.036094666E-3
8.979529325E0,-7.483482361E-3
9.017950158E0,-6.981849670E-3
9.056370991E0,-2.051353455E-3
9.094791825E0,3.204345703E-4
9.133212658E0,2.985000610E-4
9.171633596E0,2.512931824E-3
9.210054429E0,4.578590393E-3
9.248475262E0,-1.308441162E-3
9.286896096E0,-3.454208374E-3
9.325316929E0,-9.926795959E-3
9.363737866E0,-4.798889160E-3
9.402158700E0,5.568504333E-3
9.440579533E0,5.195617676E-3
9.479000471E0,2.616882324E-3
9.517421304E0,2.442359924E-3
9.555842137E0,1.158714294E-3
9.594263075E0,-1.008796692E-2
9.632683908E0,-9.417533875E-3
9.671104741E0,-4.322052002E-3
9.709525679E0,1.549720764E-3
9.747946512E0,4.796981812E-3
9.786367450E0,1.127243042E-3
9.824788283E0,3.284454346E-3
9.863209221E0,4.180908203E-3
9.901630054E0,1.668930054E-3
9.940050991E0,-1.790046692E-3
9.978471825E0,3.912925720E-3
1.001689276E1,-8.125305176E-4
1.005531360E1,3.707885742E-3
1.009373453E1,-6.592750549E-3
1.013215537E1,-9.503364563E-3
1.017057630E1,3.411293030E-3
1.020899724E1,9.881019592E-3
1.024741808E1,1.145458221E-2
1.028583901E1,1.292610168E-2
1.032425995E1,8.716583252E-3
1.036268078E1,-1.913070679E-3
1.040110172E1,-7.369041443E-3
1.043952266E1,-7.992744446E-3
1.047794349E1,-8.575439453E-3
1.051636443E1,-1.303672791E-3
1.055478537E1,4.367828369E-3
1.059320630E1,6.309509277E-3
1.063162714E1,4.770278931E-3
1.067004808E1,1.100540161E-3
1.070846901E1,-3.438949585E-3
1.074688995E1,-5.445480347E-3
1.078531089E1,-6.199836731E-3
1.082373183E1,-4.667282104E-3
1.086215276E1,-2.124786377E-3
1.090057360E1,1.368522644E-3
1.093899453E1,-3.189086914E-3
1.097741547E1,-4.092216492E-3
1.101583641E1,-4.933357239E-3
1.105425735E1,-7.951736450E-3
1.109267828E1,-8.539199829E-3
1.113109922E1,-2.386093140E-3
1.116952016E1,1.120567322E-3
1.120794110E1,-2.304077148E-3
1.124636214E1,-4.382133484E-3
1.128478308E1,-7.437705994E-3
1.132320401E1,-9.176254272E-3
1.136162495E1,-9.680747986E-3
1.140004589E1,-1.219749451E-3
1.143846693E1,3.326416016E-3
1.147688787E1,-4.714012146E-3
1.151530880E1,6.765365601E-3
1.155372985E1,5.197525024E-3
1.159215078E1,-8.546829224E-3
1.163057172E1,-7.977485657E-3
1.166899276E1,-8.561134338E-3
1.170741370E1,-6.874084473E-3
1.174583474E1,-1.950263977E-3
1.178425568E1,1.530647278E-3
1.182267672E1,3.664970398E-3
1.186109766E1,2.305030823E-3
1.189951870E1,4.385948181E-3
1.193793964E1,4.095077515E-3
1.197636068E1,4.711151123E-4
1.201478172E1,-1.791954041E-3
1.205320266E1,5.588531494E-4
1.209162370E1,-1.064395905E-2
1.213004474E1,-3.235816956E-3
1.216846568E1,3.679275513E-3
1.220688672E1,9.016036987E-3
1.224530776E1,7.296562195E-3
1.228372880E1,7.925987244E-3
1.232214974E1,5.163192749E-3
1.236057078E1,3.519058228E-4
1.239899183E1,2.560615540E-3
1.243741287E1,3.507614136E-3
1.247583391E1,-2.308845520E-3
1.251425495E1,3.424644470E-3
1.255267589E1,1.324844360E-2
1.259109693E1,5.661964417E-3
1.262951797E1,3.050804138E-3
1.266793901E1,8.432388306E-3
1.270636005E1,4.522323608E-3
1.274478110E1,-1.358985901E-3
1.278320214E1,-1.131439209E-2
1.282162318E1,-2.741813660E-3
1.286004422E1,3.024101257E-3
1.289846526E1,3.940582275E-3
1.293688630E1,4.792213440E-3
1.297530735E1,3.356933594E-3
1.301372839E1,5.368232727E-3
1.305214943E1,1.661300659E-3
1.309057047E1,-4.034996033E-3
1.312899151E1,-1.534461975E-3
1.316741255E1,1.918792725E-3
1.320583370E1,-3.790855408E-3
1.324425474E1,-3.539085388E-3
1.328267578E1,6.745338440E-3
1.332109683E1,1.522827148E-2
1.335951787E1,4.159927368E-3
1.339793891E1,5.292892456E-4
1.343635995E1,2.727508545E-3
1.347478110E1,-4.155158997E-3
1.351320214E1,5.884170532E-4
1.355162318E1,2.783775330E-3
1.359004422E1,2.598762512E-3
1.362846537E1,2.424240112E-3
1.366688641E1,5.611419678E-3
1.370530745E1,1.889228821E-3
1.374372849E1,-2.701759338E-3
1.378214964E1,8.306503296E-4
1.382057068E1,5.241394043E-3
1.385899172E1,2.655982971E-3
1.389741276E1,-8.697509766E-4
1.393583391E1,-3.046989441E-3
1.397425495E1,-6.084442139E-4
1.401267599E1,2.781867981E-3
1.405109714E1,8.179664612E-3
1.408951818E1,9.346008301E-4
1.412793922E1,3.108024597E-3
1.416636037E1,-2.680778503E-3
1.420478141E1,8.487701416E-4
1.424320245E1,-1.440048218E-3
1.428162360E1,8.897781372E-4
1.432004464E1,8.306503296E-4
1.435846568E1,4.126548767E-3
1.439688683E1,6.084442139E-3
1.443530787E1,9.250640869E-5
1.447372901E1,-5.495071411E-3
1.451215005E1,-4.013061523E-3
1.455057120E1,-3.938674927E-4
1.458899224E1,5.214691162E-3
1.462741328E1,1.515388489E-3
1.466583443E1,-3.050804138E-3
1.470425547E1,2.730369568E-3
1.474267662E1,-6.386756897E-3
1.478109766E1,-3.805160522E-4
1.481951880E1,1.876831055E-3
1.485793985E1,-6.065368652E-3
1.489636099E1,-5.657196045E-3
1.493478203E1,-7.513999939E-3
1.497320318E1,-2.547264099E-3
1.501162433E1,5.435943604E-3
1.505004537E1,1.721382141E-3
1.508846651E1,-2.862930298E-3
1.512688755E1,-1.556396484E-3
1.516530870E1,-4.801750183E-3
1.520372985E1,-5.599021912E-3
1.524215089E1,-9.690284729E-3
1.528057203E1,-7.925033569E-3
1.531899318E1,-4.047393799E-3
1.535741422E1,4.037857056E-3
1.539583537E1,8.234024048E-3
1.543425651E1,9.880065918E-4
1.547267766E1,-5.773544312E-3
1.551109870E1,-2.039909363E-3
1.554951985E1,-1.908302307E-3
1.558794099E1,-6.248474121E-3
1.562636214E1,-2.479553223E-3
1.566478328E1,-2.317428589E-3
1.570320433E1,-1.046180725E-3
1.574162547E1,-4.326820374E-3
1.578004662E1,-2.922058105E-3
1.581846776E1,-2.728462219E-3
1.585688891E1,-4.778862000E-3
1.589531005E1,-2.226829529E-3
1.593373120E1,-7.658958435E-3
1.597215235E1,-4.482269287E-4
1.601057349E1,4.050254822E-3
1.604899464E1,-5.150794983E-3
1.608741578E1,-1.458168030E-3
1.612583693E1,-2.422332764E-4
1.616425808E1,-6.923675537E-3
1.620267922E1,-6.464004517E-3
1.624110037E1,-1.273345947E-2
1.627952162E1,-9.653091431E-3
1.631794276E1,-1.124095917E-2
1.635636391E1,-1.160907745E-2
1.639478516E1,-1.083755493E-2
1.643320630E1,-1.011466980E-2
1.647162745E1,-6.092071533E-3
1.651004870E1,-1.126670837E-2
1.654846985E1,-6.049156189E-3
1.658689110E1,2.896881104E-2
1.662531224E1,-4.219245911E-2
1.666373349E1,-5.054569244E-2
1.670215474E1,-2.707386017E-2
1.674057599E1,-1.410388947E-2
1.677899714E1,2.926445007E-2
1.681741839E1,3.289127350E-2
1.685583964E1,1.059818268E-2
1.689426089E1,-3.365802765E-2
1.693268214E1,-1.131343842E-2
1.697110339E1,-2.842807770E-2
1.700952464E1,-6.434440613E-3
1.704794589E1,1.744365692E-2
1.708636724E1,-3.821372986E-3
1.712478849E1,-1.808261871E-2
1.716320974E1,4.343032837E-3
1.720163110E1,-1.157665253E-2
1.724005235E1,-5.323505402E-2
1.727847370E1,-8.368492126E-3
1.731689495E1,6.707191467E-3
1.735531630E1,2.077865601E-2
1.739373755E1,-1.522636414E-2
1.743215891E1,3.603649139E-2
1.747058026E1,-1.326084137E-2
1.750900162E1,-3.805541992E-2
1.754742297E1,-4.333019257E-2
1.758584432E1,-1.028823853E-2
1.762426568E1,-7.370948792E-3
1.766268703E1,1.768207550E-2
1.770110839E1,3.771781921E-2
1.773952974E1,5.053520203E-3
1.777795110E1,1.029872894E-2
1.781637245E1,-3.787994385E-3
1.785479391E1,-4.651069641E-3
1.789321526E1,-3.225326538E-3
1.793163672E1,3.689765930E-3
1.797005808E1,1.907825470E-2
1.800847943E1,3.008556366E-2
1.804690089E1,3.142929077E-2
1.808532224E1,-1.421260834E-2
1.812374370E1,-2.554607391E-2
1.816216516E1,9.659767151E-3
1.820058651E1,-6.616592407E-3
1.823900797E1,2.955627441E-2
1.827742943E1,5.326461792E-2
1.831585078E1,2.626323700E-2
1.835427224E1,-8.987426758E-3
1.839269360E1,5.016326904E-3
1.843111505E1,-1.206779480E-2
1.846953651E1,-2.331733704E-3
1.850795797E1,4.025459290E-2
1.854637932E1,3.087234497E-2
1.858480078E1,-4.679679871E-3
1.862322224E1,-3.251075745E-3
1.866164370E1,-1.196956635E-2
1.870006516E1,3.460502625E-2
1.873848651E1,3.118228912E-2
1.877690797E1,-1.109123230E-2
1.881532943E1,-4.608345032E-2
1.885375089E1,-1.844501495E-2
1.889217235E1,1.764297485E-3
1.893059380E1,2.509403229E-2
1.896901526E1,2.677154541E-2
1.900743672E1,-1.633167267E-2
1.904585818E1,-7.219123840E-2
1.908427964E1,-4.839229584E-2
1.912270110E1,1.727104187E-3
1.916112255E1,-1.067352295E-2
1.919954412E1,-3.452777863E-2
1.923796558E1,-3.892612457E-2
1.927638714E1,-4.749393463E-2
1.931480870E1,-5.772781372E-2
1.935323016E1,-2.931308746E-2
1.939165172E1,-2.400970459E-2
1.943007328E1,-3.469276428E-2
1.946849495E1,-3.796577454E-2
1.950691651E1,-3.320407867E-2
1.954533808E1,-1.535797119E-2
1.958375974E1,1.300811768E-3
1.962218130E1,-1.218700409E-2
1.966060297E1,-4.822158813E-2
1.969902464E1,-6.175518036E-2
1.973744630E1,-4.423809052E-2
1.977586808E1,-1.449298859E-2
1.981428974E1,-1.240825653E-2
1.985271141E1,-3.391456604E-2
1.989113318E1,-3.053855896E-2
1.992955495E1,-3.408527374E-2
1.996797672E1,-2.287864685E-2
2.000639849E1,-2.358627319E-2
2.004482026E1,-1.977920532E-2
2.008324214E1,-1.957511902E-2
2.012166391E1,-1.826667786E-2
2.016008578E1,-8.113861084E-3
2.019850766E1,2.034378052E-2
2.023692953E1,4.466629028E-2
2.027535141E1,7.742118835E-2
2.031377339E1,1.225090027E-1
2.035219526E1,1.701745987E-1
2.039061724E1,2.168912888E-1
2.042903922E1,2.560319901E-1
2.046746120E1,2.981462479E-1
2.050588318E1,3.006019592E-1
2.054430516E1,3.185310364E-1
2.058272714E1,3.419618607E-1
2.062114922E1,3.481950760E-1
2.065957120E1,3.674125671E-1
2.069799328E1,3.619031906E-1
2.073641526E1,3.601102829E-1
2.077483735E1,3.729515076E-1
2.081325943E1,3.983383179E-1
2.085168141E1,4.197978973E-1
2.089010349E1,4.286623001E-1
2.092852558E1,4.190731049E-1
2.096694766E1,4.223985672E-1
2.100536974E1,4.277343750E-1
2.104379182E1,4.193181992E-1
2.108221391E1,4.170484543E-1
2.112063599E1,4.205121994E-1
2.115905808E1,3.958282471E-1
2.119748016E1,3.727903366E-1
2.123590224E1,3.702707291E-1
2.127432433E1,3.444709778E-1
2.131274641E1,3.081054688E-1
2.135116849E1,2.730455399E-1
2.138959047E1,2.559585571E-1
2.142801255E1,2.433605194E-1
2.146643464E1,2.293691635E-1
2.150485672E1,1.995611191E-1
2.154327880E1,1.996583939E-1
2.158170089E1,1.852331161E-1
2.162012297E1,1.550226212E-1
2.165854505E1,1.413383484E-1
2.169696714E1,1.296815872E-1
2.173538922E1,1.132202148E-1
2.177381130E1,1.134939194E-1
2.181223339E1,1.204471588E-1
2.185065547E1,1.023693085E-1
2.188907755E1,9.778022766E-2
2.192749964E1,8.010005951E-2
2.196592172E1,8.816242218E-2
2.200434391E1,7.112121582E-2
2.204276599E1,8.201313019E-2
2.208118808E1,6.426429749E-2
2.211961016E1,3.876686096E-2
2.215803224E1,4.958915710E-2
2.219645443E1,6.414985657E-2
2.223487651E1,6.545829773E-2
2.227329860E1,3.095054626E-2
2.231172078E1,2.665901184E-2
2.235014287E1,1.819038391E-2
2.238856495E1,2.256584167E-2
2.242698714E1,5.679035187E-2
2.246540922E1,2.172851562E-2
2.250383141E1,-5.230903625E-2
2.254225360E1,1.371860504E-2
2.258067568E1,1.727485657E-2
2.261909787E1,3.174781799E-2
2.265752005E1,4.414463043E-2
2.269594224E1,-1.227378845E-3
2.273436443E1,-5.921459198E-2
2.277278662E1,-7.759761810E-2
2.281120880E1,-4.674339294E-2
2.284963099E1,-3.358745575E-2
2.288805318E1,-8.495521545E-2
2.292647537E1,-1.239604950E-1
2.296489766E1,-1.145811081E-1
2.300331985E1,-1.538457870E-1
2.304174203E1,-1.301965714E-1
2.308016433E1,-1.628398895E-1
2.311858651E1,-2.011318207E-1
2.315700880E1,-1.899623871E-1
2.319543099E1,-2.230863571E-1
2.323385328E1,-2.048606873E-1
2.327227558E1,-1.934375763E-1
2.331069776E1,-2.207403183E-1
2.334912005E1,-2.830753326E-1
2.338754235E1,-2.798261642E-1
2.342596464E1,-2.332477570E-1
2.346438693E1,-2.601442337E-1
2.350280922E1,-2.338819504E-1
2.354123151E1,-2.584905624E-1
2.357965380E1,-2.870416641E-1
2.361807610E1,-2.857742310E-1
2.365649839E1,-3.136281967E-1
2.369492078E1,-2.793226242E-1
2.373334308E1,-2.975578308E-1
2.377176537E1,-2.900114059E-1
2.381018776E1,-2.863159180E-1
2.384861005E1,-3.107862473E-1
2.388703235E1,-2.911844254E-1
2.392545474E1,-2.784757614E-1
2.396387703E1,-2.744388580E-1
2.400229943E1,-2.773599625E-1
2.404072183E1,-2.878990173E-1
2.407914412E1,-3.055543900E-1
2.411756651E1,-2.840776443E-1
2.415598891E1,-2.461643219E-1
2.419441130E1,-2.197008133E-1
2.423283360E1,-2.519550323E-1
2.427125610E1,-2.418632507E-1
2.430967849E1,-2.045230865E-1
2.434810089E1,-2.188043594E-1
2.438652328E1,-1.852416992E-1
2.442494568E1,-1.662054062E-1
2.446336808E1,-1.573677063E-1
2.450179047E1,-1.357049942E-1
2.454021297E1,-1.411752701E-1
2.457863537E1,-1.049728394E-1
2.461705776E1,-9.909248352E-2
2.465548016E1,-1.058902740E-1
2.469390266E1,-8.767414093E-2
2.473232505E1,-1.131000519E-1
2.477074755E1,-4.525756836E-2
2.480916995E1,-3.444480896E-2
2.484759235E1,-2.881813049E-2
2.488601474E1,-8.049106598E-2
2.492443724E1,-2.934741974E-2
2.496285964E1,-6.313991547E-2
2.500128203E1,-7.903862000E-2
2.503970443E1,-1.905441284E-2
2.507812683E1,-1.667881012E-2
2.511654932E1,-8.880615234E-3
2.515497172E1,-3.285503387E-2
2.519339412E1,5.998611450E-4
2.523181651E1,-5.862617493E-2
2.527023891E1,-2.233505249E-2
2.530866130E1,3.757476807E-4
2.534708370E1,3.831100464E-2
2.538550610E1,-7.926464081E-2
2.542392839E1,-3.823947906E-2
2.546235078E1,-6.471920013E-2
2.550077318E1,-1.228332520E-3
2.553919558E1,3.346729279E-2
2.557761787E1,6.138420105E-2
2.561604026E1,-4.208946228E-2
2.565446255E1,-8.170413971E-2
2.569288495E1,-3.829383850E-2
2.573130735E1,3.013896942E-2
2.576972964E1,5.157470703E-2
2.580815203E1,-3.001880646E-2
2.584657433E1,-3.582477570E-2
2.588499672E1,-2.785968781E-2
2.592341901E1,6.382942200E-3
2.596184130E1,-1.971626282E-2
2.600026370E1,2.625656128E-2
2.603868599E1,5.520820618E-3
2.607710839E1,-8.239746094E-3
2.611553068E1,-1.773929596E-2
2.615395297E1,-1.433372498E-2
2.619237526E1,6.718635559E-3
2.623079755E1,-1.159191132E-2
2.626921985E1,2.379322052E-2
2.630764224E1,3.217697144E-3
2.634606453E1,3.761672974E-2
2.638448683E1,1.054096222E-2
2.642290901E1,1.877593994E-2
2.646133130E1,-3.272438049E-2
2.649975360E1,-1.268386841E-2
2.653817589E1,-5.144119263E-3
2.657659808E1,3.874683380E-2
2.661502037E1,7.129669189E-3
2.665344255E1,2.339363098E-2
2.669186485E1,4.416084290E-2
2.673028703E1,-1.796627045E-2
2.676870922E1,1.449298859E-2
2.680713151E1,3.250408173E-2
2.684555370E1,1.470279694E-2
2.688397589E1,-5.438804626E-2
2.692239808E1,-1.168727875E-2
2.696082026E1,4.044628143E-2
2.699924235E1,8.911228180E-2
2.703766453E1,1.171016693E-2
2.707608672E1,-4.378509521E-2
2.711450880E1,1.554489136E-3
2.715293099E1,5.392265320E-2
2.719135308E1,1.682758331E-2
2.722977526E1,-3.454589844E-2
2.726819735E1,3.139877319E-2
2.730661943E1,4.738807678E-3
2.734504151E1,1.223564148E-2
2.738346360E1,-3.101444244E-2
2.742188568E1,3.916454315E-2
2.746030776E1,1.309490204E-2
2.749872974E1,-6.769180298E-3
2.753715183E1,-3.422355652E-2
2.757557391E1,1.555442810E-3
2.761399589E1,1.149082184E-2
2.765241797E1,2.524375916E-2
2.769083995E1,4.584312439E-3
2.772926193E1,-1.694488525E-2
2.776768391E1,5.395889282E-3
2.780610589E1,7.270812988E-3
2.784452787E1,2.018451691E-2
2.788294985E1,1.772022247E-2
2.792137182E1,2.211666107E-2
2.795979380E1,-1.174259186E-2
2.799821578E1,-4.111003876E-2
2.803663766E1,-1.157093048E-2
2.807505964E1,6.066417694E-2
2.811348151E1,5.248069763E-3
2.815190349E1,-1.802444458E-3
2.819032537E1,-1.954936981E-2
2.822874724E1,7.276535034E-4
2.826716912E1,6.742477417E-4
2.830559099E1,2.296066284E-2
2.834401287E1,1.584720612E-2
2.838243474E1,-4.104709625E-2
2.842085662E1,-2.938270569E-2
2.845927849E1,-1.290988922E-2
2.849770037E1,-3.118515015E-3
2.853612214E1,1.160049438E-2
2.857454401E1,2.645397186E-2
2.861296578E1,9.057998657E-3
2.865138766E1,-1.276302338E-2
2.868980943E1,-2.867317200E-2
2.872823120E1,-1.560401917E-2
2.876665297E1,4.238891602E-2
2.880507485E1,-2.869606018E-3
2.884349662E1,-9.387016296E-3
2.888191839E1,-3.109073639E-2
2.892034016E1,5.599975586E-3
2.895876183E1,2.308940887E-2
2.899718360E1,4.052925110E-2
2.903560537E1,-2.359676361E-2
2.907402714E1,-1.756381989E-2
2.911244880E1,1.041030884E-2
2.915087058E1,-1.484489441E-2
2.918929224E1,-1.051425934E-2
2.922771401E1,1.586437225E-2
2.926613568E1,2.150726318E-2
2.930455735E1,-2.235698700E-2
2.934297901E1,-1.640224457E-2
2.938140078E1,-1.642417908E-2
2.941982245E1,1.370143890E-2
2.945824412E1,-1.960372925E-2
2.949666578E1,2.635955811E-2
2.953508735E1,1.343631744E-2
2.957350901E1,-4.439830780E-2
2.961193068E1,-5.259799957E-2
2.965035235E1,4.135513306E-2
2.968877391E1,3.991127014E-3
2.972719558E1,-2.528953552E-2
2.976561714E1,-3.700447083E-2
2.980403880E1,5.590629578E-2
2.984246037E1,5.217647552E-2
2.988088203E1,-2.946281433E-2
2.991930360E1,-8.220195770E-2
2.995772516E1,-4.546546936E-2
2.999614672E1,6.921768188E-2
3.003456839E1,6.236648560E-2
3.007298995E1,-2.095222473E-3
3.011141151E1,-4.885196686E-2
3.014983308E1,-2.661323547E-2
3.018825464E1,4.184722900E-3
3.022667610E1,2.399921417E-2
3.026509766E1,1.345634460E-2
3.030351922E1,-1.983356476E-2
3.034194078E1,4.938125610E-3
3.038036224E1,-1.883602142E-2
3.041878380E1,-1.535129547E-2
3.045720526E1,3.814792633E-2
3.049562683E1,3.225421906E-2
3.053404828E1,8.886337280E-3
3.057246974E1,-3.637504578E-2
3.061089130E1,-8.265495300E-3
3.064931276E1,-7.712364197E-3
3.068773422E1,2.629852295E-2
3.072615568E1,1.113796234E-2
3.076457714E1,-9.703636169E-3
3.080299860E1,-7.046508789E-2
3.084142005E1,1.127719879E-2
3.087984151E1,1.031913757E-1
3.091826297E1,-2.317810059E-2
3.095668443E1,-7.300186157E-2
3.099510589E1,1.560497284E-2
3.103352735E1,-2.188682556E-3
3.107194870E1,-6.793785095E-2
3.111037016E1,8.173751831E-2
3.114879162E1,1.486682892E-2
3.118721297E1,-5.110740662E-3
3.122563443E1,-5.168056488E-2
3.126405578E1,1.205539703E-2
3.130247714E1,3.442764282E-3
3.134089860E1,1.438236237E-2
3.137931995E1,-2.678203583E-2
3.141774130E1,1.855468750E-2
3.145616266E1,1.687049866E-3
3.149458412E1,-2.299785614E-2
3.153300547E1,-5.830764771E-3
3.157142683E1,1.577472687E-2
3.160984818E1,5.380439758E-2
3.164826953E1,-5.809688568E-2
3.168669089E1,-5.422401428E-2
3.172511224E1,1.638603210E-2
3.176353349E1,6.665992737E-2
3.180195485E1,-7.012367249E-3
3.184037620E1,-3.197669983E-3
3.187879755E1,-4.207706451E-2
3.191721880E1,1.097583771E-2
3.195564016E1,-6.505012512E-3
3.199406141E1,-6.077766418E-3
3.203248276E1,3.898715973E-2
3.207090401E1,1.517391205E-2
3.210932537E1,-9.288787842E-3
3.214774662E1,-4.998874664E-2
3.218616797E1,-9.808540344E-3
3.222458922E1,1.206302643E-2
3.226301047E1,5.592250824E-2
3.230143172E1,-2.373313904E-2
3.233985308E1,-8.751869202E-3
3.237827432E1,1.528072357E-2
3.241669558E1,3.101825714E-2
3.245511683E1,-3.692626953E-2
3.249353808E1,-1.883220673E-2
3.253195932E1,2.039337158E-2
3.257038058E1,-1.334571838E-2
3.260880182E1,-1.659393311E-4
3.264722297E1,-3.501892090E-3
3.268564422E1,-1.109123230E-2
3.272406547E1,-6.283855438E-2
3.276248672E1,6.083679199E-2
3.280090787E1,3.176689148E-3
3.283932912E1,-2.942943573E-2
3.287775037E1,-4.007339478E-3
3.291617004E1,1.849174500E-3
3.295459129E1,-4.072570801E-2
3.299301244E1,-1.010417938E-2
