"Time (s)","Acceleration (m/s²)"
1.242420887E1,4.205703735E-3
1.246191387E1,3.072261810E-2
1.249961887E1,-3.604888916E-4
1.253732376E1,-4.500770569E-2
1.257502876E1,4.889488220E-3
1.261273376E1,3.806209564E-2
1.265043866E1,-2.477836609E-2
1.268814366E1,-6.332969666E-2
1.272584866E1,1.458644867E-2
1.276355366E1,4.041099548E-2
1.280125856E1,-2.035331726E-2
1.283896356E1,-1.229953766E-2
1.287666856E1,-4.945087433E-2
1.291437345E1,3.647327423E-2
1.295207845E1,-1.062965393E-2
1.298978345E1,-4.119205475E-2
1.302748835E1,1.961612701E-2
1.306519335E1,6.297016144E-2
1.310289835E1,5.172729492E-3
1.314060335E1,-5.770969391E-2
1.317830824E1,-4.940223694E-2
1.321601324E1,4.545497894E-2
1.325371824E1,2.455425262E-2
1.329142314E1,-2.621936798E-2
1.332912814E1,-1.554393768E-2
1.336683314E1,3.908824921E-2
1.340453814E1,3.424930573E-2
1.344224303E1,-3.057098389E-2
1.347994803E1,-3.077125549E-2
1.351765303E1,2.487564087E-2
1.355535803E1,4.331588745E-2
1.359306293E1,1.585865021E-2
1.363076793E1,-2.987003326E-2
1.366847293E1,-1.001453400E-2
1.370617793E1,1.298427582E-2
1.374388283E1,5.418777466E-3
1.378158783E1,-3.961372375E-2
1.381929283E1,-2.804470062E-2
1.385699783E1,1.848888397E-2
1.389470272E1,2.172183990E-2
1.393240772E1,-2.062797546E-3
1.397011272E1,-6.223106384E-2
1.400781772E1,-1.565074921E-2
1.404552262E1,4.792499542E-2
1.408322762E1,6.008148193E-5
1.412093262E1,-2.674865723E-2
1.415863762E1,6.298065186E-3
1.419634262E1,4.607582092E-2
1.423404751E1,5.034446716E-3
1.427175251E1,-2.657508850E-2
1.430945751E1,-9.173393250E-3
1.434716251E1,3.833770752E-2
1.438486741E1,2.281188965E-3
1.442257241E1,-3.807640076E-2
1.446027741E1,-6.506919861E-3
1.449798241E1,4.306030273E-2
1.453568741E1,8.919715881E-3
1.457339230E1,-2.964591980E-2
1.461109731E1,-8.716583252E-4
1.464880230E1,2.821826935E-2
1.468650731E1,1.070213318E-2
1.472421231E1,-2.128410339E-2
1.476191720E1,-1.763629913E-2
1.479962220E1,-9.763717651E-3
1.483732720E1,-9.112358093E-3
1.487503220E1,1.382541656E-2
1.491273720E1,6.197929382E-3
1.495044220E1,-5.898189545E-2
1.498814710E1,-2.824878693E-2
1.502585210E1,6.296348572E-2
1.506355710E1,2.749443054E-2
1.510126210E1,-3.240489960E-2
1.513896710E1,-3.444671631E-3
1.517667199E1,-5.453109741E-3
1.521437699E1,-7.328987122E-3
1.525208199E1,-6.841659546E-3
1.528978699E1,3.381443024E-2
1.532749199E1,1.815986633E-2
1.536519699E1,-5.388259888E-3
1.540290189E1,-1.396465302E-2
1.544060689E1,4.279804230E-2
1.547831189E1,-2.565383911E-4
1.551601689E1,4.223823547E-3
1.555372189E1,-1.839447021E-2
1.559142689E1,2.526283264E-2
1.562913189E1,3.478050232E-3
1.566683678E1,-3.472328186E-2
1.570454178E1,-4.804611206E-2
1.574224678E1,1.992130280E-2
1.577995178E1,4.315853119E-2
1.581765678E1,6.777763367E-3
1.585536178E1,-5.397796631E-2
1.589306678E1,1.215171814E-2
1.593077168E1,2.474212646E-2
1.596847668E1,-3.710746765E-3
1.600618168E1,-5.036830902E-2
1.604388668E1,-4.579544067E-3
1.608159168E1,4.262447357E-2
1.611929668E1,4.045486450E-3
1.615700168E1,-3.642845154E-2
1.619470668E1,1.066398621E-2
1.623241158E1,2.781963348E-2
1.627011658E1,3.712940216E-2
1.630782158E1,-1.894950867E-2
1.634552658E1,-6.524085999E-3
1.638323158E1,7.310867310E-3
1.642093658E1,2.355575562E-3
1.645864158E1,-3.800487518E-2
1.649634658E1,-4.217624664E-2
1.653405158E1,7.534980774E-3
1.657175647E1,4.053020477E-2
1.660946147E1,-1.449584961E-4
1.664716647E1,-4.703998566E-2
1.668487147E1,-1.040744781E-2
1.672257647E1,2.378273010E-2
1.676028147E1,1.325988770E-2
1.679798647E1,1.460552216E-2
1.683569147E1,-4.220294952E-2
1.687339647E1,3.042221069E-3
1.691110147E1,4.080677032E-2
1.694880647E1,-1.104927063E-2
1.698651137E1,-4.605007172E-2
1.702421637E1,4.188537598E-2
1.706192137E1,3.685569763E-2
1.709962637E1,-3.707218170E-2
1.713733137E1,-1.673793793E-2
1.717503637E1,3.797721863E-2
1.721274137E1,6.411552429E-3
1.725044637E1,-1.858615875E-2
1.728815137E1,-6.184577942E-3
1.732585637E1,3.665924072E-2
1.736356137E1,2.974700928E-2
1.740126637E1,-2.360630035E-2
1.743897137E1,-1.980304718E-2
1.747667626E1,6.082534790E-3
1.751438126E1,1.684284210E-2
1.755208626E1,-6.615638733E-3
1.758979126E1,-3.521347046E-2
1.762749626E1,-3.063869476E-2
1.766520126E1,2.053546906E-2
1.770290626E1,3.256416321E-2
1.774061126E1,1.028728485E-2
1.777831626E1,-3.283405304E-2
1.781602126E1,9.554862976E-3
1.785372626E1,6.681442261E-3
1.789143126E1,-4.711151123E-4
1.792913626E1,-2.500915527E-2
1.796684126E1,1.908969879E-2
1.800454626E1,4.412651062E-3
1.804225126E1,-7.054328918E-3
1.807995626E1,-3.562068939E-2
1.811766126E1,2.035331726E-2
1.815536626E1,3.359794617E-3
1.819307126E1,-8.034706116E-3
1.823077626E1,-1.420116425E-2
1.826848126E1,2.471065521E-2
1.830618626E1,2.082729340E-2
1.834389126E1,6.035804749E-3
1.838159626E1,-2.116870880E-2
1.841930126E1,-1.082515717E-2
1.845700626E1,1.062393188E-3
1.849471126E1,3.002262115E-2
1.853241626E1,-1.017570496E-3
1.857012126E1,-2.328586578E-2
1.860782626E1,2.069854736E-2
1.864553126E1,-3.017425537E-3
1.868323616E1,-2.962303162E-2
1.872094116E1,-2.988719940E-2
1.875864616E1,1.137733459E-3
1.879635116E1,2.339172363E-2
1.883405616E1,-2.507495880E-2
1.887176116E1,-5.537986755E-3
1.890946616E1,5.513191223E-2
1.894717116E1,1.571941376E-2
1.898487616E1,-5.233097076E-2
1.902258116E1,-1.534461975E-2
1.906028616E1,6.160640717E-2
1.909799116E1,3.292942047E-2
1.913569616E1,-4.296684265E-2
1.917340116E1,-4.457378387E-2
1.921110616E1,1.645946503E-2
1.924881126E1,3.099346161E-2
1.928651616E1,2.123832703E-3
1.932422126E1,-5.609035492E-2
1.936192626E1,-5.454063416E-3
1.939963126E1,4.404449463E-2
1.943733626E1,2.100467682E-2
1.947504126E1,-4.963493347E-2
1.951274626E1,-6.133079529E-3
1.955045126E1,4.340648651E-2
1.958815626E1,1.817798615E-2
1.962586126E1,-5.897426605E-2
1.966356626E1,-8.148193359E-3
1.970127126E1,2.812576294E-2
1.973897626E1,2.624893188E-2
1.977668126E1,-1.570510864E-2
1.981438626E1,-2.136325836E-2
1.985209126E1,1.592636108E-4
1.988979626E1,2.917957306E-2
1.992750126E1,9.364128113E-3
1.996520626E1,1.096820831E-2
2.000291126E1,1.301765442E-3
2.004061626E1,1.213073730E-3
2.007832126E1,-2.567195892E-2
2.011602626E1,-3.736782074E-2
2.015373126E1,-3.612518311E-3
2.019143626E1,2.342510223E-2
2.022914126E1,1.292324066E-2
2.026684626E1,-3.261089325E-2
2.030455126E1,-1.406669617E-3
2.034225637E1,3.442001343E-2
2.037996137E1,5.323410034E-3
2.041766637E1,-4.193305969E-2
2.045537137E1,-1.457309723E-2
2.049307637E1,4.446411133E-2
2.053078137E1,2.586460114E-2
2.056848637E1,-2.946090698E-2
2.060619137E1,-1.856517792E-2
2.064389637E1,1.840400696E-2
2.068160137E1,3.773689270E-3
2.071930637E1,-2.104949951E-2
2.075701137E1,4.918098450E-3
2.079471637E1,4.702377319E-2
2.083242137E1,1.708793640E-2
2.087012637E1,-4.211997986E-2
2.090783137E1,-2.368164062E-2
2.094553637E1,2.033138275E-2
2.098324137E1,1.897716522E-2
2.102094647E1,-9.091377258E-3
2.105865147E1,-2.188777924E-2
2.109635647E1,1.307106018E-2
2.113406147E1,3.676700592E-2
2.117176647E1,-1.705265045E-2
2.120947147E1,-4.718875885E-2
2.124717647E1,-8.312225342E-3
2.128488147E1,3.467464447E-2
2.132258647E1,2.119350433E-2
2.136029147E1,-2.712631226E-2
2.139799647E1,-2.308559418E-2
2.143570147E1,4.768466949E-2
2.147340647E1,1.993465424E-2
2.151111158E1,-2.159881592E-2
2.154881658E1,-1.122951508E-2
2.158652158E1,2.748394012E-2
2.162422658E1,1.671409607E-2
2.166193158E1,-2.237033844E-2
2.169963658E1,-3.651809692E-2
2.173734158E1,1.728057861E-2
2.177504658E1,1.166057587E-2
2.181275158E1,-1.815509796E-2
2.185045658E1,-4.374885559E-2
2.188816158E1,1.499843597E-2
2.192586668E1,4.749774933E-2
2.196357168E1,1.306056976E-2
2.200127668E1,-4.364776611E-2
2.203898168E1,-2.287483215E-2
2.207668668E1,3.001594543E-2
2.211439168E1,1.461029053E-2
2.215209668E1,-5.560779572E-2
2.218980168E1,-3.850841522E-2
2.222750668E1,4.669094086E-2
2.226521178E1,3.464031219E-2
2.230291678E1,-4.361057281E-2
2.234062178E1,-1.837444305E-2
2.237832678E1,4.984855652E-2
2.241603178E1,3.759002686E-2
2.245373678E1,-4.532051086E-2
2.249144178E1,-3.560256958E-2
2.252914678E1,4.717063904E-2
2.256685178E1,5.518913269E-2
2.260455678E1,-4.005813599E-2
2.264226189E1,-5.525779724E-2
2.267996689E1,2.659034729E-2
2.271767189E1,7.394790649E-2
2.275537689E1,-1.361656189E-2
2.279308189E1,-5.514621735E-2
2.283078689E1,-9.038925171E-3
2.286849189E1,3.622913361E-2
2.290619689E1,-1.925468445E-3
2.294390199E1,-8.667087555E-2
2.298160699E1,-2.729511261E-2
2.301931199E1,1.196889877E-1
2.305701699E1,3.800582886E-2
2.309472199E1,-8.066558838E-2
2.313242699E1,-3.732490540E-2
2.317013199E1,6.789493561E-2
2.320783699E1,1.869678497E-2
2.324554210E1,-4.732418060E-2
2.328324710E1,-2.854061127E-2
2.332095210E1,4.259395599E-2
2.335865710E1,5.315113068E-2
2.339636210E1,-3.972911835E-2
2.343406710E1,-5.271816254E-2
2.347177210E1,2.226066589E-2
2.350947720E1,5.204200745E-2
2.354718220E1,3.293609619E-2
2.358488720E1,-3.403186798E-2
2.362259220E1,-4.959106445E-4
2.366029720E1,4.420089722E-2
2.369800220E1,-1.234817505E-2
2.373570720E1,-8.076286316E-2
2.377341230E1,-1.284790039E-2
2.381111730E1,5.053901672E-2
2.384882231E1,3.822898865E-2
2.388652730E1,-3.802490234E-2
2.392423230E1,-2.209186554E-2
2.396193731E1,2.404594421E-2
2.399964231E1,6.803512573E-3
2.403734741E1,-3.162288666E-2
2.407505241E1,-2.058601379E-2
2.411275741E1,2.768421173E-2
2.415046241E1,2.583694458E-2
2.418816741E1,-9.388923645E-3
2.422587241E1,-1.993370056E-2
2.426357751E1,1.493453979E-3
2.430128251E1,2.149295807E-2
2.433898751E1,-6.742477417E-3
2.437669251E1,-5.096340179E-2
2.441439751E1,8.265495300E-3
2.445210251E1,4.121303558E-2
2.448980762E1,4.959106445E-4
2.452751262E1,-5.314445496E-2
2.456521762E1,-4.938125610E-3
2.460292262E1,3.112125397E-2
2.464062762E1,6.709098816E-3
2.467833262E1,-4.288005829E-2
2.471603772E1,1.134204865E-2
2.475374272E1,4.855251312E-2
2.479144772E1,4.754829407E-2
2.482915272E1,-2.039051056E-2
2.486685772E1,-5.476570129E-2
2.490456272E1,-1.091766357E-2
2.494226783E1,1.213932037E-2
2.497997283E1,2.391815186E-3
2.501767783E1,8.929252625E-3
2.505538283E1,-1.623439789E-2
2.509308783E1,-1.068782806E-2
2.513079283E1,3.417968750E-3
2.516849793E1,2.998638153E-2
2.520620293E1,3.417968750E-3
2.524390793E1,-1.691055298E-2
2.528161293E1,8.781433105E-3
2.531931793E1,1.266098022E-2
2.535702303E1,1.404953003E-2
2.539472803E1,4.179000854E-3
2.543243303E1,-1.620101929E-2
2.547013803E1,-1.289081573E-2
2.550784303E1,1.029968262E-2
2.554554814E1,1.408004761E-2
2.558325314E1,1.314067841E-2
2.562095814E1,-5.608558655E-3
2.565866314E1,-1.417064667E-2
2.569636814E1,-1.322460175E-2
2.573407314E1,2.115345001E-2
2.577177827E1,1.870155334E-3
2.580948317E1,-2.723693848E-3
2.584718817E1,1.978874207E-2
2.588489317E1,1.623344421E-2
2.592259817E1,-2.058696747E-2
2.596030327E1,-2.145004272E-2
2.599800827E1,1.124668121E-2
2.603571327E1,1.272773743E-2
2.607341827E1,-1.525878906E-3
2.611112327E1,-1.929569244E-2
2.614882838E1,-4.611968994E-3
2.618653338E1,6.861686707E-3
2.622423838E1,-9.231567383E-3
2.626194338E1,-3.542041779E-2
2.629964838E1,4.377365112E-4
2.633735348E1,1.604175568E-2
2.637505848E1,3.803253174E-3
2.641276348E1,-3.157615662E-3
2.645046848E1,-5.185127258E-3
2.648817348E1,2.642726898E-2
2.652587858E1,1.349353790E-2
2.656358358E1,-3.208160400E-2
2.660128858E1,-2.771377563E-2
2.663899358E1,1.656532288E-2
2.667669858E1,2.662181854E-2
2.671440369E1,-2.206325531E-2
2.675210869E1,-4.293251038E-2
2.678981369E1,9.057044983E-3
2.682751869E1,1.514720917E-2
2.686522369E1,2.306461334E-2
2.690292879E1,-1.644611359E-2
2.694063379E1,-1.982116699E-2
2.697833879E1,1.499557495E-2
2.701604379E1,2.739048004E-2
2.705374890E1,-4.590606689E-2
2.709145390E1,1.298236847E-2
2.712915890E1,2.998161316E-2
2.716686390E1,3.413200378E-3
2.720456890E1,-6.158638000E-2
2.724227400E1,5.807876587E-4
2.727997900E1,2.733898163E-2
2.731768400E1,-1.288414001E-3
2.735538900E1,-4.141044617E-2
2.739309400E1,1.717948914E-2
2.743079911E1,4.506778717E-2
2.746850410E1,1.526260376E-2
2.750620910E1,-3.042507172E-2
2.754391411E1,1.403427124E-2
2.758161921E1,3.319931030E-2
2.761932421E1,-4.749298096E-3
2.765702921E1,-4.910278320E-2
2.769473421E1,-3.399848938E-3
2.773243921E1,6.382656097E-2
2.777014431E1,4.393386841E-2
2.780784931E1,-4.386615753E-2
2.784555431E1,-3.871059418E-2
2.788325931E1,2.416992188E-2
2.792096442E1,4.265880585E-2
2.795866942E1,-1.825428009E-2
2.799637442E1,-2.597522736E-2
2.803407942E1,1.372337341E-2
2.807178442E1,2.397441864E-2
2.810948952E1,-6.656646729E-3
2.814719452E1,-3.078460693E-2
2.818489952E1,-1.933097839E-3
2.822260452E1,1.829624176E-2
2.826030963E1,1.484107971E-2
2.829801463E1,-2.858543396E-2
2.833571963E1,-2.221488953E-2
2.837342463E1,6.068229675E-3
2.841112973E1,1.459503174E-2
2.844883473E1,-1.095008850E-2
2.848653973E1,-1.245880127E-2
2.852424473E1,-1.609706879E-2
2.856194983E1,2.740669250E-2
2.859965483E1,3.674125671E-2
2.863735983E1,-1.261329651E-2
2.867506483E1,-4.080772400E-2
2.871276994E1,-6.828308105E-3
2.875047494E1,-6.382942200E-3
2.878817994E1,-3.053092957E-2
2.882588494E1,4.966926575E-2
2.886358994E1,5.975532532E-2
2.890129504E1,-1.569843292E-2
2.893900004E1,-1.017599106E-1
2.897670504E1,3.288269043E-3
2.901441004E1,9.910106659E-2
2.905211515E1,7.624626160E-3
2.908982015E1,-5.542182922E-2
2.912752515E1,-4.726409912E-2
2.916523015E1,2.511882782E-2
2.920293525E1,1.897239685E-2
2.924064025E1,-4.633903503E-3
2.927834525E1,-5.123043060E-2
2.931605025E1,2.811336517E-2
2.935375536E1,4.856681824E-2
2.939146036E1,6.551742554E-4
2.942916536E1,-2.842807770E-2
2.946687046E1,4.716491699E-2
2.950457546E1,-9.581565857E-3
2.954228046E1,-4.468345642E-2
2.957998546E1,-3.278160095E-2
2.961769056E1,6.543350220E-2
2.965539556E1,5.436706543E-2
2.969310056E1,-2.743053436E-2
2.973080556E1,-6.133747101E-2
2.976851067E1,2.761745453E-2
2.980621567E1,4.140853882E-2
2.984392067E1,-1.559257507E-3
2.988162567E1,-4.166221619E-2
2.991933077E1,-5.387306213E-3
2.995703577E1,1.953792572E-2
